SeqId	SomaId	UNIPROT	Target	TargetFullName	EntrezGeneID	EntrezGeneSymbol	uniprot_gn_id	uniprot_gn_symbol	entrezgene_id	entrezgene_accession	hgnc_id	hgnc_symbol	ensembl_gene_id	external_gene_name	gene_biotype	CHR	START_hg19	END_hg19	strand_hg19	START_hg38	END_hg38	strand_hg38
19118-47	SL013229	Q92882	OSTF1	Osteoclast-stimulating factor 1	26578	OSTF1	Q92882	OSTF1	26578	OSTF1	HGNC:8510	OSTF1	ENSG00000134996	OSTF1	protein_coding	9	77703398	77762114	+	75088514	75147265	+
19119-10	SL013775	P35638	DDIT3	DNA damage-inducible transcript 3 protein	1649	DDIT3	P35638	DDIT3	1649	DDIT3	HGNC:2726	DDIT3	ENSG00000175197	DDIT3	protein_coding	12	57910371	57914300	-	57516588	57521737	-
19120-33	SL014720	P14920	OXDA	D-amino-acid oxidase	1610	DAO	P14920	DAO	1610	DAO	HGNC:2671	DAO	ENSG00000110887	DAO	protein_coding	12	109252708	109294710	+	108858932	108901043	+
19121-3	SL009019	Q9UHD9	UBQL2	Ubiquilin-2	29978	UBQLN2	Q9UHD9	UBQLN2	29978	UBQLN2	HGNC:12509	UBQLN2	ENSG00000188021	UBQLN2	protein_coding	X	56590026	56593443	+	56563627	56567868	+
19122-47	SL016370	O14950	ML12B	Myosin regulatory light chain 12B	103910	MYL12B	O14950	MYL12B	103910	MYL12B	HGNC:29827	MYL12B	ENSG00000118680	MYL12B	protein_coding	18	3262111	3278282	+	3261479	3278461	+
19123-6	SL012723	Q8NI38	IKBD	NF-kappa-B inhibitor delta	84807	NFKBID	Q8NI38	NFKBID	84807	NFKBID	HGNC:15671	NFKBID	ENSG00000167604	NFKBID	protein_coding	19	36379143	36391552	-	35887630	35902303	-
19124-9	SL013222	Q8WVY7	UBCP1	Ubiquitin-like domain-containing CTD phosphatase 1	134510	UBLCP1	Q8WVY7	UBLCP1	134510	UBLCP1	HGNC:28110	UBLCP1	ENSG00000164332	UBLCP1	protein_coding	5	158690089	158713048	+	159263290	159286036	+
19125-26	SL016404	P13861	KAP2	cAMP-dependent protein kinase type II-alpha regulatory subunit	5576	PRKAR2A	P13861	PRKAR2A	5576	PRKAR2A	HGNC:9391	PRKAR2A	ENSG00000114302	PRKAR2A	protein_coding	3	48785218	48885270	-	48744597	48847874	-
19126-4	SL005717	Q9NQG5	C20orf77	Regulation of nuclear pre-mRNA domain-containing protein 1B	58490	RPRD1B	Q9NQG5	RPRD1B	58490	RPRD1B	HGNC:16209	RPRD1B	ENSG00000101413	RPRD1B	protein_coding	20	36661948	36720766	+	38033725	38127780	+
19127-1	SL007954	O14558	HSPB6	Heat shock protein beta-6	126393	HSPB6	O14558	HSPB6	126393	HSPB6	HGNC:26511	HSPB6	ENSG00000004776	HSPB6	protein_coding	19	36245467	36247930	-	35754566	35758079	-
19129-15	SL006740	Q2M296	MTHFSD	Methenyltetrahydrofolate synthase domain-containing protein	64779	MTHFSD	Q2M296	MTHFSD	64779	MTHFSD	HGNC:25778	MTHFSD	ENSG00000103248	MTHFSD	protein_coding	16	86563782	86588841	-	86530186	86555235	-
19130-81	SL013044	P50452	SPB8	Serpin B8	5271	SERPINB8	P50452	SERPINB8	5271	SERPINB8	HGNC:8952	SERPINB8	ENSG00000166401	SERPINB8	protein_coding	18	61627474	61656608	+	63949357	64019779	+
19131-184	SL014895	Q01085	TIAR	Nucleolysin TIAR	7073	TIAL1	Q01085	TIAL1	7073	TIAL1	HGNC:11804	TIAL1	ENSG00000151923	TIAL1	protein_coding	10	121332978	121356541	-	119571802	119597029	-
19132-1	SL015005	Q5T653	RM02	39S ribosomal protein L2, mitochondrial	51069	MRPL2	Q5T653	MRPL2	51069	MRPL2	HGNC:14056	MRPL2	ENSG00000112651	MRPL2	protein_coding	6	43021767	43027242	-	43054029	43059438	-
19134-66	SL014837	P53803	RPAB4	DNA-directed RNA polymerases I, II, and III subunit RPABC4	5440	POLR2K	P53803	POLR2K	5440	POLR2K	HGNC:9198	POLR2K	ENSG00000147669	POLR2K	protein_coding	8	101162839	101166230	+	100150623	100154003	+
19135-5	SL009395	Q969T7	Cytosolic 5'-nucleotidase III-like protein	7-methylguanosine phosphate-specific 5'-nucleotidase	115024	NT5C3B	Q969T7	NT5C3B	115024	NT5C3B	HGNC:28300	NT5C3B	ENSG00000141698	NT5C3B	protein_coding	17	39981334	39992523	-	41825057	41836260	-
19136-22	SL007346	Q02252	MMSA	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial	4329	ALDH6A1	Q02252	ALDH6A1	4329	ALDH6A1	HGNC:7179	ALDH6A1	ENSG00000119711	ALDH6A1	protein_coding	14	74526872	74551196	-	74056847	74084492	-
19139-3	SL018905	O75031	HSF2B	Heat shock factor 2-binding protein	11077	HSF2BP	O75031	HSF2BP	11077	HSF2BP	HGNC:5226	HSF2BP	ENSG00000160207	HSF2BP	protein_coding	21	44949072	45079374	-	43475925	43659488	-
19141-22	SL014824	P51397	DAP1	Death-associated protein 1	1611	DAP	P51397	DAP	1611	DAP	HGNC:2672	DAP	ENSG00000112977	DAP	protein_coding	5	10679342	10761387	-	10679230	10761234	-
19142-39	SL018889	Q9UJW3	DNM3L	DNA (cytosine-5)-methyltransferase 3-like	29947	DNMT3L	Q9UJW3	DNMT3L	29947	DNMT3L	HGNC:2980	DNMT3L	ENSG00000142182	DNMT3L	protein_coding	21	45666222	45682099	-	44246339	44262216	-
19143-38	SL013157	Q6BCY4	NB5R2	NADH-cytochrome b5 reductase 2	51700	CYB5R2	Q6BCY4	CYB5R2	51700	CYB5R2	HGNC:24376	CYB5R2	ENSG00000166394	CYB5R2	protein_coding	11	7686326	7694994	-	7665100	7677222	-
19144-9	SL014722	P15884	ITF2	Transcription factor 4	6925	TCF4	P15884	TCF4	6925	TCF4	HGNC:11634	TCF4	ENSG00000196628	TCF4	protein_coding	18	52889562	53303188	-	55222185	55664787	-
19145-4	SL015073	Q8N565	MREG	Melanoregulin	55686	MREG	Q8N565	MREG	55686	MREG	HGNC:25478	MREG	ENSG00000118242	MREG	protein_coding	2	216807314	216878346	-	215939308	216034096	-
19147-6	SL011890	Q9UHV8	PP13	Galactoside-binding soluble lectin 13	29124	LGALS13	Q9UHV8	LGALS13	29124	LGALS13	HGNC:15449	LGALS13	ENSG00000105198	LGALS13	protein_coding	19	40093169	40098114	+	39602524	39607474	+
19148-58	SL012993	O60220	TIM8A	Mitochondrial import inner membrane translocase subunit Tim8 A	1678	TIMM8A	O60220	TIMM8A	1678	TIMM8A	HGNC:11817	TIMM8A	ENSG00000126953	TIMM8A	protein_coding	X	100600644	100603957	-	101345661	101348742	-
19150-20	SL010935	O60256	KPRB	Phosphoribosyl pyrophosphate synthase-associated protein 2	5636	PRPSAP2	O60256	PRPSAP2	5636	PRPSAP2	HGNC:9467	PRPSAP2	ENSG00000141127	PRPSAP2	protein_coding	17	18759612	18834599	+	18840085	18931287	+
19152-4	SL011191	P41236	IPP2	Protein phosphatase inhibitor 2	5504	PPP1R2	P41236	PPP1R2	5504	PPP1R2	HGNC:9288	PPP1R2	ENSG00000184203	PPP1R2	protein_coding	3	195241221	195270224	-	195514428	195543386	-
19153-53	SL006309	Q15777	MPPD2	Metallophosphoesterase MPPED2	744	MPPED2	Q15777	MPPED2	744	MPPED2	HGNC:1180	MPPED2	ENSG00000066382	MPPED2	protein_coding	11	30406040	30607930	-	30384493	30586872	-
19154-41	SL004457	P07093	Protease nexin I	Glia-derived nexin	5270	SERPINE2	P07093	SERPINE2	5270	SERPINE2	HGNC:8951	SERPINE2	ENSG00000135919	SERPINE2	protein_coding	2	224839765	224904036	-	223975045	224039318	-
19158-1	SL014957	Q15004	PAF	PCNA-associated factor	9768	PCLAF	Q15004	PCLAF	9768	PCLAF	HGNC:28961	PCLAF	ENSG00000166803	PCLAF	protein_coding	15	64657211	64673702	-	64251545	64387687	-
19159-9	SL005738	Q9HCU8	DNA polymerase subunit delta 4	DNA polymerase delta subunit 4	57804	POLD4	Q9HCU8	POLD4	57804	POLD4	HGNC:14106	POLD4	ENSG00000175482	POLD4	protein_coding	11	67118236	67121067	-	67350772	67373584	-
19161-1	SL010976	Q9Y4E8	UBP15	Ubiquitin carboxyl-terminal hydrolase 15	9958	USP15	Q9Y4E8	USP15	9958	USP15	HGNC:12613	USP15	ENSG00000135655	USP15	protein_coding	12	62654121	62803501	+	62260338	62417431	+
19163-26	SL011278	Q96AG4	LRC59	Leucine-rich repeat-containing protein 59	55379	LRRC59	Q96AG4	LRRC59	55379	LRRC59	HGNC:28817	LRRC59	ENSG00000108829	LRRC59	protein_coding	17	48458594	48474914	-	50375059	50397523	-
19166-15	SL008098	P39019	RS19	40S ribosomal protein S19	6223	RPS19	P39019	RPS19	6223	RPS19	HGNC:10402	RPS19	ENSG00000105372	RPS19	protein_coding	19	42363988	42375484	+	41860255	41872925	+
19168-71	SL008599	O43586	PPIP1	Proline-serine-threonine phosphatase-interacting protein 1	9051	PSTPIP1	O43586	PSTPIP1	9051	PSTPIP1	HGNC:9580	PSTPIP1	ENSG00000140368	PSTPIP1	protein_coding	15	77287021	77329671	+	76993359	77037475	+
19169-88	SL007005	O43427	FIBP	Acidic fibroblast growth factor intracellular-binding protein	9158	FIBP	O43427	FIBP	9158	FIBP	HGNC:3705	FIBP	ENSG00000172500	FIBP	protein_coding	11	65651211	65656010	-	65883740	65888531	-
19170-25	SL006751	Q9NRF9	DPOE3	DNA polymerase epsilon subunit 3	54107	POLE3	Q9NRF9	POLE3	54107	POLE3	HGNC:13546	POLE3	ENSG00000148229	POLE3	protein_coding	9	116169518	116173029	-	113407235	113410675	-
19173-5	SL011267	Q8TCF1	ZFAN1	AN1-type zinc finger protein 1	79752	ZFAND1	Q8TCF1	ZFAND1	79752	ZFAND1	HGNC:25858	ZFAND1	ENSG00000104231	ZFAND1	protein_coding	8	82613566	82633539	-	81701334	81732903	-
19174-141	SL010781	Q7Z5G4	GOGA7	Golgin subfamily A member 7	51125	GOLGA7	Q7Z5G4	GOLGA7	51125	GOLGA7	HGNC:24876	GOLGA7	ENSG00000147533	GOLGA7	protein_coding	8	41348081	41368499	+	41488200	41511095	+
19175-18	SL015568	P49006	MARCKSL1	MARCKS-related protein	65108	MARCKSL1	P49006	MARCKSL1	65108	MARCKSL1	HGNC:7142	MARCKSL1	ENSG00000175130	MARCKSL1	protein_coding	1	32799430	32801840	-	32333839	32336233	-
19176-27	SL011300	Q9NUQ9	FA49B	Protein FAM49B	51571	CYRIB	Q9NUQ9	CYRIB	51571	CYRIB	HGNC:25216	CYRIB	ENSG00000153310	CYRIB	protein_coding	8	130851839	131028897	-	129839593	130017504	-
19177-7	SL011252	Q7L9L4	MOL1A	MOB kinase activator 1B	92597	MOB1B	Q7L9L4	MOB1B	92597	MOB1B	HGNC:29801	MOB1B	ENSG00000173542	MOB1B	protein_coding	4	71768057	71853891	+	70902326	71022449	+
19180-38	SL008322	Q9UBP9	GULP1	PTB domain-containing engulfment adapter protein 1	51454	GULP1	Q9UBP9	GULP1	51454	GULP1	HGNC:18649	GULP1	ENSG00000144366	GULP1	protein_coding	2	189156396	189460652	+	188291669	188595931	+
19183-164	SL008622	P30050	RL12	60S ribosomal protein L12	6136	RPL12	P30050	RPL12	6136	RPL12	HGNC:10302	RPL12	ENSG00000197958	RPL12	protein_coding	9	130209953	130213711	-	127447674	127451406	-
19187-21	SL020523	O95630	STABP	STAM-binding protein	10617	STAMBP	O95630	STAMBP	10617	STAMBP	HGNC:16950	STAMBP	ENSG00000124356	STAMBP	protein_coding	2	74056043	74094295	+	73828916	73873659	+
19188-21	SL004715	Q99733	NAP2L	nucleosome assembly protein 1-like 4	4676	NAP1L4	Q99733	NAP1L4	4676	NAP1L4	HGNC:7640	NAP1L4	ENSG00000205531	NAP1L4	protein_coding	11	2965660	3013607	-	2944431	2992377	-
19189-2	SL010983	P54578	UBP14	Ubiquitin carboxyl-terminal hydrolase 14	9097	USP14	P54578	USP14	9097	USP14	HGNC:12612	USP14	ENSG00000101557	USP14	protein_coding	18	158483	213739	+	158383	214629	+
19190-4	SL014590	O14933	UB2L6	Ubiquitin/ISG15-conjugating enzyme E2 L6	9246	UBE2L6	O14933	UBE2L6	9246	UBE2L6	HGNC:12490	UBE2L6	ENSG00000156587	UBE2L6	protein_coding	11	57319128	57335803	-	57551656	57568284	-
19193-18	SL013059	P61758	PFD3	Prefoldin subunit 3	7411	VBP1	P61758	VBP1	7411	VBP1	HGNC:12662	VBP1	ENSG00000155959	VBP1	protein_coding	X	154444701	154468098	+	155197007	155239841	+
19194-9	SL015828	Q8TEA8	Histidyl-tRNA synthetase-related	D-tyrosyl-tRNA(Tyr) deacylase 1	92675	DTD1	Q8TEA8	DTD1	92675	DTD1	HGNC:16219	DTD1	ENSG00000125821	DTD1	protein_coding	20	18568556	18744560	+	18567453	18766644	+
19195-85	SL013041	P46782	RS5	40S ribosomal protein S5	6193	RPS5	P46782	RPS5	6193	RPS5	HGNC:10426	RPS5	ENSG00000083845	RPS5	protein_coding	19	58898636	58906171	+	58386400	58394806	+
19196-73	SL015588	Q9BPY8	HOP	Homeodomain-only protein	84525	HOPX	Q9BPY8	HOPX	84525	HOPX	HGNC:24961	HOPX	ENSG00000171476	HOPX	protein_coding	4	57514154	57547872	-	56647989	56681877	-
19197-95	SL016788	P24752	THIL	Acetyl-CoA acetyltransferase, mitochondrial	38	ACAT1	P24752	ACAT1	38	ACAT1	HGNC:93	ACAT1	ENSG00000075239	ACAT1	protein_coding	11	107992258	108018891	+	108116695	108147603	+
19199-3	SL014831	P52435	RPB11	DNA-directed RNA polymerase II subunit RPB11-a	5439	POLR2J	P52435	POLR2J	5439	POLR2J	HGNC:9197	POLR2J	ENSG00000005075	POLR2J	protein_coding	7	102113548	102119381	-	102473128	102478922	-
19200-16	SL008216	Q16718	NDUA5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	4698	NDUFA5	Q16718	NDUFA5	4698	NDUFA5	HGNC:7688	NDUFA5	ENSG00000128609	NDUFA5	protein_coding	7	123181083	123197958	-	123536997	123624582	-
19202-10	SL010521	Q06187	BTK	Tyrosine-protein kinase BTK	695	BTK	Q06187	BTK	695	BTK	HGNC:1133	BTK	ENSG00000010671	BTK	protein_coding	X	100604435	100645770	-	101349338	101390796	-
19206-20	SL007213	P36639	8ODP	7,8-dihydro-8-oxoguanine triphosphatase	4521	NUDT1	P36639	NUDT1	4521	NUDT1	HGNC:8048	NUDT1	ENSG00000106268	NUDT1	protein_coding	7	2281857	2290780	+	2242226	2251146	+
19207-119	SL006494	P55263	ADK	Adenosine kinase	132	ADK	P55263	ADK	132	ADK	HGNC:257	ADK	ENSG00000156110	ADK	protein_coding	10	75910943	76469061	+	74151202	74709963	+
19208-8	SL004129	P27037	Activin RIIA	Activin receptor type-2A	92	ACVR2A	P27037	ACVR2A	92	ACVR2A	HGNC:173	ACVR2A	ENSG00000121989	ACVR2A	protein_coding	2	148602086	148688393	+	147844517	147930826	+
19209-6	SL004544	P25963	IKB-alpha	NF-kappa-B inhibitor alpha	4792	NFKBIA	P25963	NFKBIA	4792	NFKBIA	HGNC:7797	NFKBIA	ENSG00000100906	NFKBIA	protein_coding	14	35870716	35873960	-	35401079	35404749	-
19212-4	SL007745	Q9UGM3	DMBT1	Deleted in malignant brain tumors 1 protein	1755	DMBT1	Q9UGM3	DMBT1	1755	DMBT1	HGNC:2926	DMBT1	ENSG00000187908	DMBT1	protein_coding	10	124320181	124403252	+	122560665	122643736	+
19213-1	SL012371	O60575	ISK4	Serine protease inhibitor Kazal-type 4	27290	SPINK4	O60575	SPINK4	27290	SPINK4	HGNC:16646	SPINK4	ENSG00000122711	SPINK4	protein_coding	9	33240196	33248565	+	33218365	33248567	+
19215-7	SL007570	Q92597	NDRG1	Protein NDRG1	10397	NDRG1	Q92597	NDRG1	10397	NDRG1	HGNC:7679	NDRG1	ENSG00000104419	NDRG1	protein_coding	8	134249414	134309547	-	133237175	133302022	-
19219-71	SL004942	P61970	NTF-2	Nuclear transport factor 2	10204	NUTF2	P61970	NUTF2	10204	NUTF2	HGNC:13722	NUTF2	ENSG00000102898	NUTF2	protein_coding	16	67880819	67905219	+	67846882	67872567	+
19222-124	SL008540	P61020	RAB5B	Ras-related protein Rab-5B	5869	RAB5B	P61020	RAB5B	5869	RAB5B	HGNC:9784	RAB5B	ENSG00000111540	RAB5B	protein_coding	12	56367697	56390467	+	55973913	55996683	+
19223-6	SL010834	P62820	RAB1A	Ras-related protein Rab-1A	5861	RAB1A	P62820	RAB1A	5861	RAB1A	HGNC:9758	RAB1A	ENSG00000138069	RAB1A	protein_coding	2	65313988	65357435	-	65070696	65130331	-
19224-5	SL012984	O14602	IF1AY	Eukaryotic translation initiation factor 1A, Y-chromosomal	9086	EIF1AY	O14602	EIF1AY	9086	EIF1AY	HGNC:3252	EIF1AY	ENSG00000198692	EIF1AY	protein_coding	Y	22737611	22755040	+	20575776	20593154	+
19225-11	SL007553	Q8WV28	BLNK	B-cell linker protein	29760	BLNK	Q8WV28	BLNK	29760	BLNK	HGNC:14211	BLNK	ENSG00000095585	BLNK	protein_coding	10	97951455	98031333	-	96189171	96271587	-
19227-18	SL007457	Q16520	BATF	Basic leucine zipper transcriptional factor ATF-like	10538	BATF	Q16520	BATF	10538	BATF	HGNC:958	BATF	ENSG00000156127	BATF	protein_coding	14	75988784	76013334	+	75522455	75546993	+
19228-11	SL005001	O95816	BAG-2	BAG family molecular chaperone regulator 2	9532	BAG2	O95816	BAG2	9532	BAG2	HGNC:938	BAG2	ENSG00000112208	BAG2	protein_coding	6	57037104	57050012	+	57172326	57189833	+
19229-92	SL015060	Q86YM7	HOME1	Homer protein homolog 1	9456	HOMER1	Q86YM7	HOMER1	9456	HOMER1	HGNC:17512	HOMER1	ENSG00000152413	HOMER1	protein_coding	5	78669647	78809659	-	79372636	79514134	-
19230-12	SL013768	P30711	GSTT1	Glutathione S-transferase theta-1	2952	GSTT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19231-22	SL002051	O75365	PRL-3	Protein tyrosine phosphatase type IVA 3	11156	PTP4A3	O75365	PTP4A3	11156	PTP4A3	HGNC:9636	PTP4A3	ENSG00000184489	PTP4A3	protein_coding	8	142432007	142441620	+	141391995	141432454	+
19233-75	SL006960	O00244	ATOX1	Copper transport protein ATOX1	475	ATOX1	O00244	ATOX1	475	ATOX1	HGNC:798	ATOX1	ENSG00000177556	ATOX1	protein_coding	5	151122383	151138210	-	151742316	151772532	-
19236-24	SL013049	P53999	TCP4	Activated RNA polymerase II transcriptional coactivator p15	10923	SUB1	P53999	SUB1	10923	SUB1	HGNC:19985	SUB1	ENSG00000113387	SUB1	protein_coding	5	32585605	32604185	+	32531633	32604079	+
19237-17	SL004808	P30046	D-dopachrome decarboxylase	D-dopachrome decarboxylase	1652	DDT	NA	DDT	1652	DDT	HGNC:2732	DDT	ENSG00000099977	DDT	protein_coding	22	24313554	24322019	-	23970542	23980525	-
19238-12	SL008477	P15104	GLNA	Glutamine synthetase	2752	GLUL	P15104	GLUL	2752	GLUL	HGNC:4341	GLUL	ENSG00000135821	GLUL	protein_coding	1	182350839	182361341	-	182378098	182392206	-
19239-5	SL003998	P84077	ARF1	ADP-ribosylation factor 1	375	ARF1	P84077	ARF1	375	ARF1	HGNC:652	ARF1	ENSG00000143761	ARF1	protein_coding	1	228270361	228286913	+	228082708	228099212	+
19240-265	SL010229	Q13442	HAP28	28 kDa heat- and acid-stable phosphoprotein	11333	PDAP1	Q13442	PDAP1	11333	PDAP1	HGNC:14634	PDAP1	ENSG00000106244	PDAP1	protein_coding	7	98992298	99006305	-	99392048	99408597	-
19241-31	SL005353	P82980	RBP-III	Retinol-binding protein 5	83758	RBP5	P82980	RBP5	83758	RBP5	HGNC:15847	RBP5	ENSG00000139194	RBP5	protein_coding	12	7276280	7281466	-	7115736	7130252	-
19242-21	SL011167	O60925	PFD1	Prefoldin subunit 1	5201	PFDN1	O60925	PFDN1	5201	PFDN1	HGNC:8866	PFDN1	ENSG00000113068	PFDN1	protein_coding	5	139624635	139682689	-	140245035	140303113	-
19243-2	SL011692	Q9UHV9	PFD2	Prefoldin subunit 2	5202	PFDN2	Q9UHV9	PFDN2	5202	PFDN2	HGNC:8867	PFDN2	ENSG00000143256	PFDN2	protein_coding	1	161070346	161087866	-	161100556	161118055	-
19247-1	SL011412	P51668	UB2D1	Ubiquitin-conjugating enzyme E2 D1	7321	UBE2D1	P51668	UBE2D1	7321	UBE2D1	HGNC:12474	UBE2D1	ENSG00000072401	UBE2D1	protein_coding	10	60094739	60130513	+	58334979	58370751	+
19249-18	SL011670	Q15046	SYK	Lysine--tRNA ligase	3735	KARS1	Q15046	KARS1	3735	KARS1	HGNC:6215	KARS1	ENSG00000065427	KARS1	protein_coding	16	75661622	75682541	-	75627474	75648643	-
19250-50	SL009443	Q99417	MYCBP	C-Myc-binding protein	26292	MYCBP	Q99417	MYCBP	26292	MYCBP	HGNC:7554	MYCBP	ENSG00000214114	MYCBP	protein_coding	1	39328162	39339050	-	38862493	38873368	-
19251-56	SL005269	P10124	Platelet proteoglycan	Serglycin	5552	SRGN	P10124	SRGN	5552	SRGN	HGNC:9361	SRGN	ENSG00000122862	SRGN	protein_coding	10	70847828	70864567	+	69088103	69104805	+
19252-67	SL008675	P49721	PSB2	Proteasome subunit beta type-2	5690	PSMB2	P49721	PSMB2	5690	PSMB2	HGNC:9539	PSMB2	ENSG00000126067	PSMB2	protein_coding	1	36035413	36107445	-	35599541	35641526	-
19253-82	SL016492	Q8WUD1	RAB2B	Ras-related protein Rab-2B	84932	RAB2B	Q8WUD1	RAB2B	84932	RAB2B	HGNC:20246	RAB2B	ENSG00000129472	RAB2B	protein_coding	14	21927179	21945132	-	21459020	21476960	-
19254-125	SL010923	P36959	GMPR1	GMP reductase 1	2766	GMPR	P36959	GMPR	2766	GMPR	HGNC:4376	GMPR	ENSG00000137198	GMPR	protein_coding	6	16238811	16295780	+	16238587	16295549	+
19255-124	SL006746	Q9NPJ8	NXT2	NTF2-related export protein 2	55916	NXT2	Q9NPJ8	NXT2	55916	NXT2	HGNC:18151	NXT2	ENSG00000101888	NXT2	protein_coding	X	108779010	108787927	+	109535781	109544698	+
19257-11	SL010965	P09496	CLCA	Clathrin light chain A	1211	CLTA	P09496	CLTA	1211	CLTA	HGNC:2090	CLTA	ENSG00000122705	CLTA	protein_coding	9	36190853	36212059	+	36190856	36304781	+
19258-24	SL015122	Q92947	GCDH	Glutaryl-CoA dehydrogenase, mitochondrial	2639	GCDH	Q92947	GCDH	2639	GCDH	HGNC:4189	GCDH	ENSG00000105607	GCDH	protein_coding	19	13001943	13010813	+	12891128	12915126	+
19259-176	SL010915	P05198	IF2A	Eukaryotic translation initiation factor 2 subunit 1	1965	EIF2S1	P05198	EIF2S1	1965	EIF2S1	HGNC:3265	EIF2S1	ENSG00000134001	EIF2S1	protein_coding	14	67827034	67853233	+	67360328	67386516	+
19260-4	SL011152	O14908	GIPC1	PDZ domain-containing protein GIPC1	10755	GIPC1	O14908	GIPC1	10755	GIPC1	HGNC:1226	GIPC1	ENSG00000123159	GIPC1	protein_coding	19	14588571	14606961	-	14477760	14496149	-
19261-12	SL015225	Q9H190	SDCB2	Syntenin-2	27111	SDCBP2	Q9H190	SDCBP2	27111	SDCBP2	HGNC:15756	SDCBP2	ENSG00000125775	SDCBP2	protein_coding	20	1290555	1309879	-	1309909	1329139	-
19262-219	SL008117	P49748	ACADV	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	37	ACADVL	P49748	ACADVL	37	ACADVL	HGNC:92	ACADVL	ENSG00000072778	ACADVL	protein_coding	17	7120444	7128586	+	7217125	7225266	+
19263-147	SL007081	P06730	IF4E	Eukaryotic translation initiation factor 4E	1977	EIF4E	P06730	EIF4E	1977	EIF4E	HGNC:3287	EIF4E	ENSG00000151247	EIF4E	protein_coding	4	99799607	99851786	-	98879276	98929133	-
19264-6	SL013744	P15927	RFA2	Replication protein A 32 kDa subunit	6118	RPA2	P15927	RPA2	6118	RPA2	HGNC:10290	RPA2	ENSG00000117748	RPA2	protein_coding	1	28218049	28241236	-	27891524	27914746	-
19265-9	SL010980	P17987	TCPA	T-complex protein 1 subunit alpha	6950	TCP1	P17987	TCP1	6950	TCP1	HGNC:11655	TCP1	ENSG00000120438	TCP1	protein_coding	6	160199530	160210735	-	159778498	159789703	-
19266-35	SL013328	Q13283	G3BP1	Ras GTPase-activating protein-binding protein 1	10146	G3BP1	Q13283	G3BP1	10146	G3BP1	HGNC:30292	G3BP1	ENSG00000145907	G3BP1	protein_coding	5	151151476	151184915	+	151771045	151812785	+
19267-14	SL010992	Q16775	GLO2	Hydroxyacylglutathione hydrolase, mitochondrial	3029	HAGH	Q16775	HAGH	3029	HAGH	HGNC:4805	HAGH	ENSG00000063854	HAGH	protein_coding	16	1859104	1877195	-	1795620	1827157	-
19270-26	SL007285	P54577	SYYC	Tyrosine--tRNA ligase, cytoplasmic	8565	YARS1	P54577	YARS1	8565	YARS1	HGNC:12840	YARS1	ENSG00000134684	YARS1	protein_coding	1	33240840	33283633	-	32775237	32818031	-
19271-64	SL005571	P63096	GNAI1	Guanine nucleotide-binding protein G(i) subunit alpha-1	2770	GNAI1	P63096	GNAI1	2770	GNAI1	HGNC:4384	GNAI1	ENSG00000127955	GNAI1	protein_coding	7	79764140	79848725	+	79768050	80226181	+
19272-9	SL008547	Q9UBV8	PEF1	Peflin	553115	PEF1	Q9UBV8	PEF1	553115	PEF1	HGNC:30009	PEF1	ENSG00000162517	PEF1	protein_coding	1	32095463	32110838	-	31629866	31644896	-
19273-3	SL000434	P00390	Glutathione reductase	Glutathione reductase, mitochondrial	2936	GSR	P00390	GSR	2936	GSR	HGNC:4623	GSR	ENSG00000104687	GSR	protein_coding	8	30535580	30585486	-	30678066	30727846	-
19274-80	SL004593	Q13424	Alpha-1-syntrophin	Alpha-1-syntrophin	6640	SNTA1	Q13424	SNTA1	6640	SNTA1	HGNC:11167	SNTA1	ENSG00000101400	SNTA1	protein_coding	20	31995763	32031698	-	33407957	33443763	-
19275-68	SL014825	P51553	IDH3G	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial	3421	IDH3G	P51553	IDH3G	3421	IDH3G	HGNC:5386	IDH3G	ENSG00000067829	IDH3G	protein_coding	X	153051221	153059978	-	153785766	153794512	-
19276-124	SL013061	P62308	RUXG	Small nuclear ribonucleoprotein G	6637	SNRPG	P62308	SNRPG	6637	SNRPG	HGNC:11163	SNRPG	ENSG00000143977	SNRPG	protein_coding	2	70508506	70520869	-	70281362	70293740	-
19277-4	SL013211	Q8NFU3	KAT	Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 1	100131187	TSTD1	Q8NFU3	TSTD1	100131187	TSTD1	HGNC:35410	TSTD1	ENSG00000215845	TSTD1	protein_coding	1	161007422	161008774	-	161037631	161038977	-
19278-19	SL008303	Q9H0U4	RAB1B	Ras-related protein Rab-1B	81876	RAB1B	Q9H0U4	RAB1B	81876	RAB1B	HGNC:18370	RAB1B	ENSG00000174903	RAB1B	protein_coding	11	66036056	66044963	+	66268590	66277492	+
19279-42	SL005471	P09455	CRBP	Retinol-binding protein 1	5947	RBP1	P09455	RBP1	5947	RBP1	HGNC:9919	RBP1	ENSG00000114115	RBP1	protein_coding	3	139236276	139258671	-	139517434	139539829	-
19280-29	SL021214	P61077	UB2D3	Ubiquitin-conjugating enzyme E2 D3	7323	UBE2D3	P61077	UBE2D3	7323	UBE2D3	HGNC:12476	UBE2D3	ENSG00000109332	UBE2D3	protein_coding	4	103717133	103790032	-	102794383	102868896	-
