UNIPROT	Target	TargetFullName	uniprot_gn_id	uniprot_gn_symbol	entrezgene_id	entrezgene_accession	hgnc_id	hgnc_symbol	ensembl_gene_id	external_gene_name	gene_biotype	CHR	START_hg19	END_hg19	strand_hg19	START_hg38	END_hg38	strand_hg38
P12081	HARS1	Histidine--tRNA ligase, cytoplasmic	P12081	HARS1	3035	HARS1	HGNC:4816	HARS1	ENSG00000170445	HARS1	protein_coding	5	140053490	140071312	-	140673035	140691537	-
P12104	FABP2	Fatty acid-binding protein, intestinal	P12104	FABP2	2169	FABP2	HGNC:3556	FABP2	ENSG00000145384	FABP2	protein_coding	4	120238405	120243316	-	119317250	119322138	-
P12111	COL6A3	Collagen alpha-3(VI) chain	P12111	COL6A3	1293	COL6A3	HGNC:2213	COL6A3	ENSG00000163359	COL6A3	protein_coding	2	238232655	238322850	-	237324003	237414328	-
P12270	TPR	Nucleoprotein TPR	P12270	TPR	7175	TPR	HGNC:12017	TPR	ENSG00000047410	TPR	protein_coding	1	186280786	186344864	-	186311652	186375693	-
P12271	RLBP1	Retinaldehyde-binding protein 1	P12271	RLBP1	6017	RLBP1	HGNC:10024	RLBP1	ENSG00000140522	RLBP1	protein_coding	15	89753098	89764922	-	89209869	89221614	-
P12277	CKB	Creatine kinase B-type	P12277	CKB	1152	CKB	HGNC:1991	CKB	ENSG00000166165	CKB	protein_coding	14	103985995	103989196	-	103519667	103522833	-
P12318	FCGR2A	Low affinity immunoglobulin gamma Fc region receptor II-a	P12318	FCGR2A	2212	FCGR2A	HGNC:3616	FCGR2A	ENSG00000143226	FCGR2A	protein_coding	1	161475205	161489360	+	161505430	161605099	+
P12319	FCER1A	High affinity immunoglobulin epsilon receptor subunit alpha	P12319	FCER1A	2205	FCER1A	HGNC:3609	FCER1A	ENSG00000179639	FCER1A	protein_coding	1	159259506	159278014	+	159289714	159308224	+
P12429	ANXA3	Annexin A3	P12429	ANXA3	306	ANXA3	HGNC:541	ANXA3	ENSG00000138772	ANXA3	protein_coding	4	79472742	79531605	+	78551747	78610451	+
P12532	CKMT1A	Creatine kinase U-type, mitochondrial	NA	CKMT1B	1159	CKMT1B	HGNC:1995	CKMT1B	ENSG00000237289	CKMT1B	protein_coding	15	43885252	43891604	+	43593054	43599406	+
P12544	GZMA	Granzyme A	P12544	GZMA	3001	GZMA	HGNC:4708	GZMA	ENSG00000145649	GZMA	protein_coding	5	54398474	54406080	+	55102646	55110252	+
P12644	BMP4	Bone morphogenetic protein 4	P12644	BMP4	652	BMP4	HGNC:1071	BMP4	ENSG00000125378	BMP4	protein_coding	14	54416455	54423554	-	53949736	53958761	-
P12724	RNASE3	Eosinophil cationic protein	P12724	RNASE3	6037	RNASE3	HGNC:10046	RNASE3	ENSG00000169397	RNASE3	protein_coding	14	21359562	21360507	+	20891385	20892348	+
P12757	SKIL	Ski-like protein	P12757	SKIL	6498	SKIL	HGNC:10897	SKIL	ENSG00000136603	SKIL	protein_coding	3	170075473	170114637	+	170357342	170396835	+
P12821	ACE	Angiotensin-converting enzyme	P12821	ACE	1636	ACE	HGNC:2707	ACE	ENSG00000159640	ACE	protein_coding	17	61554422	61599203	+	63477061	63521848	+
P12829	MYL4	Myosin light chain 4	P12829	MYL4	4635	MYL4	HGNC:7585	MYL4	ENSG00000198336	MYL4	protein_coding	17	45286428	45301045	+	47200446	47223679	+
P12830	CDH1	Cadherin-1	P12830	CDH1	999	CDH1	HGNC:1748	CDH1	ENSG00000039068	CDH1	protein_coding	16	68771195	68869444	+	68737292	68835537	+
P12872	MLN	Promotilin	P12872	MLN	4295	MLN	HGNC:7141	MLN	ENSG00000096395	MLN	protein_coding	6	33762449	33771793	-	33794673	33804003	-
P12882	MYH1	Myosin-1	P12882	MYH1	4619	MYH1	HGNC:7567	MYH1	ENSG00000109061	MYH1	protein_coding	17	10395627	10421859	-	10492307	10518542	-
P12883	MYH7	Myosin-7	P12883	MYH7	4625	MYH7	HGNC:7577	MYH7	ENSG00000092054	MYH7	protein_coding	14	23881947	23904870	-	23412740	23435660	-
P12931	SRC	Proto-oncogene tyrosine-protein kinase Src	P12931	SRC	6714	SRC	HGNC:11283	SRC	ENSG00000197122	SRC	protein_coding	20	35973088	36033821	+	37344685	37406050	+
P12955	PEPD	Xaa-Pro dipeptidase	P12955	PEPD	5184	PEPD	HGNC:8840	PEPD	ENSG00000124299	PEPD	protein_coding	19	33877855	34012799	-	33386950	33521823	-
P13051	UNG	Uracil-DNA glycosylase	P13051	UNG	7374	UNG	HGNC:12572	UNG	ENSG00000076248	UNG	protein_coding	12	109535399	109548798	+	109097597	109126725	+
P13196	ALAS1	5-aminolevulinate synthase, non-specific, mitochondrial	P13196	ALAS1	211	ALAS1	HGNC:396	ALAS1	ENSG00000023330	ALAS1	protein_coding	3	52232099	52248343	+	52198086	52214327	+
P13224	GP1BB	Platelet glycoprotein Ib beta chain	P13224	GP1BB	2812	GP1BB	HGNC:4440	GP1BB	ENSG00000203618	GP1BB	protein_coding	22	NA	NA	NA	19723539	19724771	+
P13232	IL7	Interleukin-7	P13232	IL7	3574	IL7	HGNC:6023	IL7	ENSG00000104432	IL7	protein_coding	8	79645007	79717758	-	78675743	78805523	-
P13236	CCL4	C-C motif chemokine 4	P13236	CCL4	6351	CCL4	HGNC:10630	CCL4	ENSG00000275302	CCL4	protein_coding	17	34431220	34433014	+	36103827	36105621	+
P13284	IFI30	Gamma-interferon-inducible lysosomal thiol reductase	P13284	IFI30	10437	IFI30	HGNC:5398	IFI30	ENSG00000216490	IFI30	protein_coding	19	18284579	18288927	+	18173162	18178117	+
P13378	HOXD8	Homeobox protein Hox-D8	P13378	HOXD8	3234	HOXD8	HGNC:5139	HOXD8	ENSG00000175879	HOXD8	protein_coding	2	176994422	176997423	+	176129694	176132695	+
P13385	TDGF1	Teratocarcinoma-derived growth factor 1	NA	CRIPTO	6997	CRIPTO	HGNC:11701	CRIPTO	ENSG00000241186	CRIPTO	protein_coding	3	46616045	46623952	+	46574534	46582457	+
P13473	LAMP2	Lysosome-associated membrane glycoprotein 2	P13473	LAMP2	3920	LAMP2	HGNC:6501	LAMP2	ENSG00000005893	LAMP2	protein_coding	X	119560003	119603204	-	120426148	120469365	-
P13500	CCL2	C-C motif chemokine 2	P13500	CCL2	6347	CCL2	HGNC:10618	CCL2	ENSG00000108691	CCL2	protein_coding	17	32582296	32584220	+	34255274	34257208	+
P13501	CCL5	C-C motif chemokine 5	P13501	CCL5	6352	CCL5	HGNC:10632	CCL5	ENSG00000271503	CCL5	protein_coding	17	34198496	34207377	-	35871491	35880793	-
P13521	SCG2	Secretogranin-2	P13521	SCG2	7857	SCG2	HGNC:10575	SCG2	ENSG00000171951	SCG2	protein_coding	2	224461658	224467217	-	223596940	223602361	-
P13584	CYP4B1	Cytochrome P450 4B1	P13584	CYP4B1	1580	CYP4B1	HGNC:2644	CYP4B1	ENSG00000142973	CYP4B1	protein_coding	1	47264670	47285021	+	46798998	46819413	+
P13591	NCAM1	Neural cell adhesion molecule 1	P13591	NCAM1	4684	NCAM1	HGNC:7656	NCAM1	ENSG00000149294	NCAM1	protein_coding	11	112831969	113149158	+	112961275	113278436	+
P13598	ICAM2	Intercellular adhesion molecule 2	P13598	ICAM2	3384	ICAM2	HGNC:5345	ICAM2	ENSG00000108622	ICAM2	protein_coding	17	62079955	62097994	-	64002594	64020634	-
P13611	VCAN	Versican core protein	P13611	VCAN	1462	VCAN	HGNC:2464	VCAN	ENSG00000038427	VCAN	protein_coding	5	82767493	82878122	+	83471618	83582303	+
P13647	KRT5	Keratin, type II cytoskeletal 5	P13647	KRT5	3852	KRT5	HGNC:6442	KRT5	ENSG00000186081	KRT5	protein_coding	12	52908359	52914243	-	52514575	52520394	-
P13667	PDIA4	Protein disulfide-isomerase A4	P13667	PDIA4	9601	PDIA4	HGNC:30167	PDIA4	ENSG00000155660	PDIA4	protein_coding	7	148700154	148725782	-	149003062	149028662	-
P13682	ZNF35	Zinc finger protein 35	P13682	ZNF35	7584	ZNF35	HGNC:13099	ZNF35	ENSG00000169981	ZNF35	protein_coding	3	44690233	44702283	+	44648732	44660791	+
P13686	ACP5	Tartrate-resistant acid phosphatase type 5	P13686	ACP5	54	ACP5	HGNC:124	ACP5	ENSG00000102575	ACP5	protein_coding	19	11685475	11689801	-	11574653	11579993	-
P13688	CEACAM1	Carcinoembryonic antigen-related cell adhesion molecule 1	P13688	CEACAM1	634	CEACAM1	HGNC:1814	CEACAM1	ENSG00000079385	CEACAM1	protein_coding	19	43011458	43032661	-	42507304	42561234	-
P13693	TPT1	Translationally-controlled tumor protein	P13693	TPT1	7178	TPT1	HGNC:12022	TPT1	ENSG00000133112	TPT1	protein_coding	13	45911304	45915297	-	45333471	45341284	-
P13725	OSM	Oncostatin-M	P13725	OSM	5008	OSM	HGNC:8506	OSM	ENSG00000099985	OSM	protein_coding	22	30658819	30662829	-	30262829	30266851	-
P13726	F3	Tissue factor	P13726	F3	2152	F3	HGNC:3541	F3	ENSG00000117525	F3	protein_coding	1	94994732	95007413	-	94529173	94541759	-
P13727	PRG2	Bone marrow proteoglycan	P13727	PRG2	5553	PRG2	HGNC:9362	PRG2	ENSG00000186652	PRG2	protein_coding	11	57154834	57191532	-	57386780	57424059	-
P13747	HLA-E	HLA class I histocompatibility antigen, alpha chain E	P13747	HLA-E	3133	HLA-E	HGNC:4962	HLA-E	ENSG00000204592	HLA-E	protein_coding	6	30457183	30461982	+	30489509	30494194	+
P13796	LCP1	Plastin-2	P13796	LCP1	3936	LCP1	HGNC:6528	LCP1	ENSG00000136167	LCP1	protein_coding	13	46700058	46756459	-	46125920	46211348	-
P13797	PLS3	Plastin-3	P13797	PLS3	5358	PLS3	HGNC:9091	PLS3	ENSG00000102024	PLS3	protein_coding	X	114795177	114885179	+	115561174	115650861	+
P13807	GYS1	Glycogen [starch] synthase, muscle	P13807	GYS1	2997	GYS1	HGNC:4706	GYS1	ENSG00000104812	GYS1	protein_coding	19	49471382	49496610	-	48968130	48993310	-
P13861	PRKAR2A	cAMP-dependent protein kinase type II-alpha regulatory subunit	P13861	PRKAR2A	5576	PRKAR2A	HGNC:9391	PRKAR2A	ENSG00000114302	PRKAR2A	protein_coding	3	48785218	48885270	-	48744597	48847874	-
P13929	ENO3	Beta-enolase	P13929	ENO3	2027	ENO3	HGNC:3354	ENO3	ENSG00000108515	ENO3	protein_coding	17	4854384	4860426	+	4948092	4957131	+
P13987	CD59	CD59 glycoprotein	P13987	CD59	966	CD59	HGNC:1689	CD59	ENSG00000085063	CD59	protein_coding	11	33724556	33758025	-	33698261	33736479	-
P13994	YJU2B	Probable splicing factor YJU2B	P13994	YJU2B	81576	YJU2B	HGNC:28118	YJU2B	ENSG00000104957	YJU2B	protein_coding	19	13842574	13874106	+	13731760	13763296	+
P13995	MTHFD2	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial	P13995	MTHFD2	10797	MTHFD2	HGNC:7434	MTHFD2	ENSG00000065911	MTHFD2	protein_coding	2	74425690	74442424	+	74186172	74217565	+
P14091	CTSE	Cathepsin E	P14091	CTSE	1510	CTSE	HGNC:2530	CTSE	ENSG00000196188	CTSE	protein_coding	1	206317459	206332104	+	206008535	206023909	-
P14136	GFAP	Glial fibrillary acidic protein	P14136	GFAP	2670	GFAP	HGNC:4235	GFAP	ENSG00000131095	GFAP	protein_coding	17	42982994	42992920	-	44903159	44915951	-
P14151	SELL	L-selectin	P14151	SELL	6402	SELL	HGNC:10720	SELL	ENSG00000188404	SELL	protein_coding	1	169659806	169680843	-	169690665	169711702	-
P14174	MIF	Macrophage migration inhibitory factor	P14174	MIF	4282	MIF	HGNC:7097	MIF	ENSG00000240972	MIF	protein_coding	22	24236565	24237409	+	23894383	23895227	+
P14207	FOLR2	Folate receptor beta	P14207	FOLR2	2350	FOLR2	HGNC:3793	FOLR2	ENSG00000165457	FOLR2	protein_coding	11	71927819	71932994	+	72216601	72221950	+
P14209	CD99	CD99 antigen	NA	CD99	4267	CD99	HGNC:7082	CD99	ENSG00000292348	CD99	protein_coding	Y	2559228	2609350	+	2691187	2741309	+
P14210	HGF	Hepatocyte growth factor	P14210	HGF	3082	HGF	HGNC:4893	HGF	ENSG00000019991	HGF	protein_coding	7	81331444	81399452	-	81699010	81770438	-
P14317	HCLS1	Hematopoietic lineage cell-specific protein	P14317	HCLS1	3059	HCLS1	HGNC:4844	HCLS1	ENSG00000180353	HCLS1	protein_coding	3	121350246	121379791	-	121631399	121660927	-
P14384	CPM	Carboxypeptidase M	P14384	CPM	1368	CPM	HGNC:2311	CPM	ENSG00000135678	CPM	protein_coding	12	69244956	69357020	-	68842197	68971570	-
P14415	ATP1B2	Sodium/potassium-transporting ATPase subunit beta-2	P14415	ATP1B2	482	ATP1B2	HGNC:805	ATP1B2	ENSG00000129244	ATP1B2	protein_coding	17	7554254	7561089	+	7646627	7657770	+
P14416	DRD2	Dopamine D2 receptor	P14416	DRD2	1813	DRD2	HGNC:3023	DRD2	ENSG00000149295	DRD2	protein_coding	11	113280317	113346413	-	113409605	113475691	-
P14543	NID1	Nidogen-1	P14543	NID1	4811	NID1	HGNC:7821	NID1	ENSG00000116962	NID1	protein_coding	1	236139132	236228481	-	235975830	236065109	-
P14550	AKR1A1	Aldo-keto reductase family 1 member A1	P14550	AKR1A1	10327	AKR1A1	HGNC:380	AKR1A1	ENSG00000117448	AKR1A1	protein_coding	1	46016455	46035723	+	45550543	45570049	+
P14555	PLA2G2A	Phospholipase A2, membrane associated	P14555	PLA2G2A	5320	PLA2G2A	HGNC:9031	PLA2G2A	ENSG00000188257	PLA2G2A	protein_coding	1	20301924	20306932	-	19975431	19980416	-
P14598	NCF1C	Neutrophil cytosol factor 1/1C	NA	NCF1	653361	NCF1	HGNC:7660	NCF1	ENSG00000158517	NCF1	protein_coding	7	74188309	74203659	+	74774011	74789315	+
P14625	HSP90B1	Endoplasmin	P14625	HSP90B1	7184	HSP90B1	HGNC:12028	HSP90B1	ENSG00000166598	HSP90B1	protein_coding	12	104324112	104341708	+	103930107	103953931	+
P14649	MYL6B	Myosin light chain 6B	P14649	MYL6B	140465	MYL6B	HGNC:29823	MYL6B	ENSG00000196465	MYL6B	protein_coding	12	56546204	56551771	+	56152256	56159647	+
P14651	HOXB3	Homeobox protein Hox-B3	P14651	HOXB3	3213	HOXB3	HGNC:5114	HOXB3	ENSG00000120093	HOXB3	protein_coding	17	46626232	46667631	-	48548870	48590241	-
P14778	IL1R1	Interleukin-1 receptor type 1	P14778	IL1R1	3554	IL1R1	HGNC:5993	IL1R1	ENSG00000115594	IL1R1	protein_coding	2	102686836	102796334	+	102064544	102179874	+
P14780	MMP9	Matrix metalloproteinase-9	P14780	MMP9	4318	MMP9	HGNC:7176	MMP9	ENSG00000100985	MMP9	protein_coding	20	44637547	44645200	+	46008908	46016561	+
P14784	IL2RB	Interleukin-2 receptor subunit beta	P14784	IL2RB	3560	IL2RB	HGNC:6009	IL2RB	ENSG00000100385	IL2RB	protein_coding	22	37521880	37545962	-	37118666	37175118	-
P14854	COX6B1	Cytochrome c oxidase subunit 6B1	P14854	COX6B1	1340	COX6B1	HGNC:2280	COX6B1	ENSG00000126267	COX6B1	protein_coding	19	36139125	36149686	+	35648323	35658782	+
P14868	DARS1	Aspartate--tRNA ligase, cytoplasmic	P14868	DARS1	1615	DARS1	HGNC:2678	DARS1	ENSG00000115866	DARS1	protein_coding	2	136664254	136743222	-	135905881	135986100	-
P14902	IDO1	Indoleamine 2,3-dioxygenase 1	P14902	IDO1	3620	IDO1	HGNC:6059	IDO1	ENSG00000131203	IDO1	protein_coding	8	39771328	39786309	+	39902275	39928790	+
P15018	LIF	Leukemia inhibitory factor	P15018	LIF	3976	LIF	HGNC:6596	LIF	ENSG00000128342	LIF	protein_coding	22	30636436	30642840	-	30240453	30246759	-
P15085	CPA1	Carboxypeptidase A1	P15085	CPA1	1357	CPA1	HGNC:2296	CPA1	ENSG00000091704	CPA1	protein_coding	7	130020290	130027949	+	130380339	130388114	+
P15086	CPB1	Carboxypeptidase B	P15086	CPB1	1360	CPB1	HGNC:2299	CPB1	ENSG00000153002	CPB1	protein_coding	3	148545588	148577972	+	148791102	148860187	+
P15090	FABP4	Fatty acid-binding protein, adipocyte	P15090	FABP4	2167	FABP4	HGNC:3559	FABP4	ENSG00000170323	FABP4	protein_coding	8	82390732	82395473	-	81478419	81483236	-
P15121	AKR1B1	Aldo-keto reductase family 1 member B1	P15121	AKR1B1	231	AKR1B1	HGNC:381	AKR1B1	ENSG00000085662	AKR1B1	protein_coding	7	134127107	134143888	-	134442356	134459284	-
P15144	ANPEP	Aminopeptidase N	P15144	ANPEP	290	ANPEP	HGNC:500	ANPEP	ENSG00000166825	ANPEP	protein_coding	15	90328126	90358072	-	89784895	89815401	-
P15151	PVR	Poliovirus receptor	A0A0C4DG49	PVR	5817	PVR	HGNC:9705	NA	NA	PVR	protein_coding	19	45147098	45169428	+	44643798	44666162	+
P15170	GSPT1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	P15170	GSPT1	2935	GSPT1	HGNC:4621	GSPT1	ENSG00000103342	GSPT1	protein_coding	16	11961985	12010519	-	11868128	11916082	-
P15172	MYOD1	Myoblast determination protein 1	P15172	MYOD1	4654	MYOD1	HGNC:7611	MYOD1	ENSG00000129152	MYOD1	protein_coding	11	17741110	17743678	+	17719571	17722136	+
P15248	IL9	Interleukin-9	P15248	IL9	3578	IL9	HGNC:6029	IL9	ENSG00000145839	IL9	protein_coding	5	135227935	135231516	-	135892246	135895841	-
P15260	IFNGR1	Interferon gamma receptor 1	P15260	IFNGR1	3459	IFNGR1	HGNC:5439	IFNGR1	ENSG00000027697	IFNGR1	protein_coding	6	137518621	137540567	-	137197483	137219449	-
P15291	B4GALT1	Beta-1,4-galactosyltransferase 1	P15291	B4GALT1	2683	B4GALT1	HGNC:924	B4GALT1	ENSG00000086062	B4GALT1	protein_coding	9	33110639	33167356	-	33104082	33167356	-
P15309	ACP3	Prostatic acid phosphatase	P15309	ACP3	55	ACP3	HGNC:125	ACP3	ENSG00000014257	ACP3	protein_coding	3	132036211	132087146	+	132317369	132368302	+
P15311	EZR	Ezrin	P15311	EZR	7430	EZR	HGNC:12691	EZR	ENSG00000092820	EZR	protein_coding	6	159186773	159240456	-	158765741	158819368	-
P15328	FOLR1	Folate receptor alpha	P15328	FOLR1	2348	FOLR1	HGNC:3791	FOLR1	ENSG00000110195	FOLR1	protein_coding	11	71900602	71907367	+	72189558	72196323	+
P15336	ATF2	Cyclic AMP-dependent transcription factor ATF-2	P15336	ATF2	1386	ATF2	HGNC:784	ATF2	ENSG00000115966	ATF2	protein_coding	2	175936978	176032934	-	175072250	175168382	-
P15382	KCNE1	Putative potassium voltage-gated channel subfamily E member 1B	P15382	KCNE1	3753	KCNE1	HGNC:6240	KCNE1	ENSG00000180509	KCNE1	protein_coding	21	35818986	35884573	-	34446688	34512214	-
P15502	ELN	Elastin	P15502	ELN	2006	ELN	HGNC:3327	ELN	ENSG00000049540	ELN	protein_coding	7	73442427	73484236	+	74027789	74069907	+
P15509	CSF2RA	Granulocyte-macrophage colony-stimulating factor receptor subunit alpha	NA	CSF2RA	1438	CSF2RA	HGNC:2435	CSF2RA	ENSG00000292357	CSF2RA	protein_coding	Y	1337693	1378828	+	1268800	1310381	+
P15514	AREG	Amphiregulin	P15514	AREG	374	AREG	HGNC:651	AREG	ENSG00000109321	AREG	protein_coding	4	75310853	75490485	+	74445136	74455005	+
P15529	CD46	Membrane cofactor protein	P15529	CD46	4179	CD46	HGNC:6953	CD46	ENSG00000117335	CD46	protein_coding	1	207925383	207968861	+	207752037	207795513	+
P15531	NME1	Nucleoside diphosphate kinase A	P15531	NME1	4830	NME1	HGNC:7849	NME1	ENSG00000239672	NME1	protein_coding	17	49230897	49239450	+	51153559	51162428	+
P15559	NQO1	NAD(P)H dehydrogenase [quinone] 1	P15559	NQO1	1728	NQO1	HGNC:2874	NQO1	ENSG00000181019	NQO1	protein_coding	16	69743304	69760533	-	69706996	69726668	-
P15692	VEGFA	Vascular endothelial growth factor A	P15692	VEGFA	7422	VEGFA	HGNC:12680	VEGFA	ENSG00000112715	VEGFA	protein_coding	6	43737946	43754223	+	43770184	43786487	+
P15848	ARSB	Arylsulfatase B	P15848	ARSB	411	ARSB	HGNC:714	ARSB	ENSG00000113273	ARSB	protein_coding	5	78073037	78282357	-	78777209	78986087	-
P15907	ST6GAL1	Beta-galactoside alpha-2,6-sialyltransferase 1	P15907	ST6GAL1	6480	ST6GAL1	HGNC:10860	ST6GAL1	ENSG00000073849	ST6GAL1	protein_coding	3	186648315	186796341	+	186930325	187078553	+
P15927	RPA2	Replication protein A 32 kDa subunit	P15927	RPA2	6118	RPA2	HGNC:10290	RPA2	ENSG00000117748	RPA2	protein_coding	1	28218049	28241236	-	27891524	27914746	-
P15941	MUC1	Mucin-1	A6ZIE4	MUC1	4582	MUC1	HGNC:7508	NA	NA	MUC1	protein_coding	1	155158300	155162706	-	155185824	155192916	-
P16035	TIMP2	Metalloproteinase inhibitor 2	P16035	TIMP2	7077	TIMP2	HGNC:11821	TIMP2	ENSG00000035862	TIMP2	protein_coding	17	76849059	76921472	-	78852977	78925387	-
P16066	NPR1	Atrial natriuretic peptide receptor 1	P16066	NPR1	4881	NPR1	HGNC:7943	NPR1	ENSG00000169418	NPR1	protein_coding	1	153651164	153666468	+	153678688	153693992	+
P16109	SELP	P-selectin	P16109	SELP	6403	SELP	HGNC:10721	SELP	ENSG00000174175	SELP	protein_coding	1	169558088	169599377	-	169588849	169630193	-
P16112	ACAN	Aggrecan core protein	P16112	ACAN	176	ACAN	HGNC:319	ACAN	ENSG00000157766	ACAN	protein_coding	15	89346674	89418585	+	88803436	88875353	+
P16118	PFKFB1	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1	P16118	PFKFB1	5207	PFKFB1	HGNC:8872	PFKFB1	ENSG00000158571	PFKFB1	protein_coding	X	54959567	55024967	-	54932961	54998534	-
P16150	SPN	Leukosialin	P16150	SPN	6693	SPN	HGNC:11249	SPN	ENSG00000197471	SPN	protein_coding	16	29674271	29681823	+	29662979	29670876	+
P16233	PNLIP	Pancreatic triacylglycerol lipase	P16233	PNLIP	5406	PNLIP	HGNC:9155	PNLIP	ENSG00000175535	PNLIP	protein_coding	10	118305428	118327367	+	116545931	116567855	+
P16234	PDGFRA	Platelet-derived growth factor receptor alpha	P16234	PDGFRA	5156	PDGFRA	HGNC:8803	PDGFRA	ENSG00000134853	PDGFRA	protein_coding	4	54243820	55164412	+	53377839	54298245	+
P16278	GLB1	Beta-galactosidase	C9JWX1	GLB1	2720	GLB1	HGNC:4298	NA	NA	GLB1	protein_coding	3	33038100	33138694	-	32996609	33097202	-
P16284	PECAM1	Platelet endothelial cell adhesion molecule	P16284	PECAM1	5175	PECAM1	HGNC:8823	PECAM1	ENSG00000261371	PECAM1	protein_coding	17	62396777	62407083	-	64319415	64413776	-
P16383	GCFC2	Intron Large complex component GCFC2	P16383	GCFC2	6936	GCFC2	HGNC:1317	GCFC2	ENSG00000005436	GCFC2	protein_coding	2	75889832	75938111	-	75652000	75710985	-
P16410	CTLA4	Cytotoxic T-lymphocyte protein 4	P16410	CTLA4	1493	CTLA4	HGNC:2505	CTLA4	ENSG00000163599	CTLA4	protein_coding	2	204732511	204738683	+	203853888	203873965	+
P16422	EPCAM	Epithelial cell adhesion molecule	P16422	EPCAM	4072	EPCAM	HGNC:11529	EPCAM	ENSG00000119888	EPCAM	protein_coding	2	47596287	47614167	+	47345158	47387601	+
P16442	ABO	Histo-blood group ABO system transferase	W6JLF7	ABO	28	ABO	HGNC:79	NA	NA	ABO	protein_coding	9	136130563	136150630	-	133250401	133276024	-
P16444	DPEP1	Dipeptidase 1	P16444	DPEP1	1800	DPEP1	HGNC:3002	DPEP1	ENSG00000015413	DPEP1	protein_coding	16	89679716	89704839	+	89613308	89638456	+
P16455	MGMT	Methylated-DNA--protein-cysteine methyltransferase	P16455	MGMT	4255	MGMT	HGNC:7059	MGMT	ENSG00000170430	MGMT	protein_coding	10	131265454	131565783	+	129467190	129770983	+
P16562	CRISP2	Cysteine-rich secretory protein 2	P16562	CRISP2	7180	CRISP2	HGNC:12024	CRISP2	ENSG00000124490	CRISP2	protein_coding	6	49660071	49681303	-	49692358	49713590	-
P16581	SELE	E-selectin	P16581	SELE	6401	SELE	HGNC:10718	SELE	ENSG00000007908	SELE	protein_coding	1	169691781	169703220	-	169722640	169734079	-
P16671	CD36	Platelet glycoprotein 4	P16671	CD36	948	CD36	HGNC:1663	CD36	ENSG00000135218	CD36	protein_coding	7	79998891	80308593	+	80369575	80679277	+
P16860	NPPB	Natriuretic peptides B	P16860	NPPB	4879	NPPB	HGNC:7940	NPPB	ENSG00000120937	NPPB	protein_coding	1	11917521	11918992	-	11857464	11858945	-
P16870	CPE	Carboxypeptidase E	P16870	CPE	1363	CPE	HGNC:2303	CPE	ENSG00000109472	CPE	protein_coding	4	166300097	166419482	+	165361194	165498547	+
P16871	IL7R	Interleukin-7 receptor subunit alpha	P16871	IL7R	3575	IL7R	HGNC:6024	IL7R	ENSG00000168685	IL7R	protein_coding	5	35856977	35879705	+	35852695	35879603	+
P17010	ZFX	Zinc finger X-chromosomal protein	P17010	ZFX	7543	ZFX	HGNC:12869	ZFX	ENSG00000005889	ZFX	protein_coding	X	24167762	24234372	+	24149173	24216255	+
P17050	NAGA	Alpha-N-acetylgalactosaminidase	P17050	NAGA	4668	NAGA	HGNC:7631	NAGA	ENSG00000198951	NAGA	protein_coding	22	42454338	42466846	-	42058334	42070842	-
P17174	GOT1	Aspartate aminotransferase, cytoplasmic	P17174	GOT1	2805	GOT1	HGNC:4432	GOT1	ENSG00000120053	GOT1	protein_coding	10	101156627	101190530	-	99396870	99430624	-
P17181	IFNAR1	Interferon alpha/beta receptor 1	P17181	IFNAR1	3454	IFNAR1	HGNC:5432	IFNAR1	ENSG00000142166	IFNAR1	protein_coding	21	34696734	34732128	+	33324387	33359864	+
P17213	BPI	Bactericidal permeability-increasing protein	A0A2R8YDF1	BPI	671	BPI	HGNC:1095	NA	NA	BPI	protein_coding	20	36932552	36965905	+	38304150	38337505	+
P17302	GJA1	Gap junction alpha-1 protein	P17302	GJA1	2697	GJA1	HGNC:4274	GJA1	ENSG00000152661	GJA1	protein_coding	6	121756745	121770873	+	121435595	121449727	+
P17405	SMPD1	Sphingomyelin phosphodiesterase	P17405	SMPD1	6609	SMPD1	HGNC:11120	SMPD1	ENSG00000166311	SMPD1	protein_coding	11	6411644	6416228	+	6390473	6394998	+
P17480	UBTF	Nucleolar transcription factor 1	P17480	UBTF	7343	UBTF	HGNC:12511	UBTF	ENSG00000108312	UBTF	protein_coding	17	42282401	42298994	-	44205033	44221626	-
P17483	HOXB4	Homeobox protein Hox-B4	P17483	HOXB4	3214	HOXB4	HGNC:5115	HOXB4	ENSG00000182742	HOXB4	protein_coding	17	46652869	46655743	-	48575507	48578350	-
P17516	AKR1C4	Aldo-keto reductase family 1 member C4	P17516	AKR1C4	1109	AKR1C4	HGNC:387	AKR1C4	ENSG00000198610	AKR1C4	protein_coding	10	5238798	5260910	+	5195463	5218949	+
P17538	CTRB1	Chymotrypsinogen B	P17538	CTRB1	1504	CTRB1	HGNC:2521	CTRB1	ENSG00000168925	CTRB1	protein_coding	16	75252884	75258822	+	75218988	75224924	+
